Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
José Arbio,57,GK,Sudamericana  Controlled,200,1,1,M \ M,60,54,53,60,24,48,"187cm | 6'2""  High & Average (82kg)",-1,299,625,River Plate Montevideo,CONMEBOL Sudamericana,Uruguay
Marinos Tzionis,57,"LW  LM,CAM",Normal  Controlled,600,2,3,M \ L,71,48,52,61,21,42,"170cm | 5'7""  Short & Lean- (66kg)",2,295,1372,Sporting KC,Major League Soccer,Cyprus
Joel Sundström,57,CM,Normal  Controlled,200,3,3,M \ M,61,40,57,61,40,59,"180cm | 5'11""  Average (75kg)",0,318,1491,Varbergs BoIS,Allsvenskan (SWE 1),Sweden
Oisin Smyth,57,CAM  CM,Normal  Controlled,200,3,3,M \ M,66,46,57,60,47,61,"181cm | 5'11""  Average (72kg)",0,337,1560,Oxford United,EFL League One (ENG 3),Northern Ireland
Harvey Macadam,57,CM,Normal  Lengthy,200,2,3,M \ M,62,50,54,56,53,67,"191cm | 6'3""  High & Average (84kg)",0,342,1572,Fleetwood Town,EFL League One (ENG 3),England
Ji Han Lee,57,LM  LW,Normal  Controlled,200,2,3,M \ M,67,49,52,60,28,47,"180cm | 5'11""  Average (70kg)",0,303,1406,SC Freiburg II,3. Liga (GER 3),Korea Republic
Williams Tortolero,57,GK,Libertadores  Controlled,250,1,3,M \ M,55,56,58,60,21,55,"180cm | 5'11""  Average (75kg)",0,305,652,Dep. Táchira,CONMEBOL Libertadores,Venezuela
Fabricio Vidal,57,LB  LWB,Sudamericana  Controlled,250,2,2,M \ M,64,36,46,50,55,57,"188cm | 6'2""  High & Average (80kg)",1,308,1432,River Plate Montevideo,CONMEBOL Sudamericana,Uruguay
Ayrton Paz,57,LB  LWB,Sudamericana  Controlled,200,2,3,M \ M,70,46,48,54,54,55,"173cm | 5'8""  Average (70kg)",2,327,1519,Oriente Petrolero,CONMEBOL Sudamericana,Bolivia
Lucas Noubi,57,CB,Normal  Controlled,1K,2,3,M \ M,69,21,49,56,56,59,"180cm | 5'11""  Lean (81kg)",2,310,1391,Standard Liège,1A Pro League (BEL 1),Belgium
Dan Sîrbu,57,CDM  CB,Normal  Lengthy,200,2,4,M \ M,62,38,49,52,54,64,"186cm | 6'1""  High & Average (82kg)",0,319,1447,FC Farul Constanta,Liga I (ROM 1),Romania
Thomas Gillier,57,GK,Libertadores  Controlled,300,1,3,M \ M,59,54,56,57,21,54,"186cm | 6'1""  High & Average (73kg)",3,301,564,Uni. Católica,CONMEBOL Libertadores,Chile
Lukas Willen,57,CB,Normal  Lengthy,200,2,2,L \ M,68,25,38,38,57,61,"187cm | 6'2""  High & Average (76kg)",0,287,1288,Zulte Waregem,1A Pro League (BEL 1),Belgium
Kevin Wiethaup,57,CAM,Normal  Controlled,200,2,3,M \ M,70,43,54,60,38,48,"175cm | 5'9""  Lean (69kg)",7,313,1474,VfL Osnabrück,3. Liga (GER 3),Germany
Milan Smit,57,"ST  CF,RW",Normal  Controlled,200,2,3,M \ M,51,59,44,57,25,54,"180cm | 5'11""  Average (74kg)",1,290,1379,SC Cambuur,Eredivisie,Netherlands
Sam Karssies,57,GK,Normal  Controlled,200,1,3,M \ M,57,59,54,59,19,55,"186cm | 6'1""  High & Average (70kg)",0,303,591,FC Twente,Eredivisie,Netherlands
Lequincio Zeefuik,57,ST  CF,Normal  Controlled,200,3,4,H \ M,73,54,37,52,24,65,"192cm | 6'4""  High & Average+ (80kg)",3,305,1363,FC Volendam,Eredivisie,Netherlands
Nasser Al Shikaili,57,"LM  RM,CM,LW",Normal  Explosive,300,3,3,M \ M,88,44,49,60,32,43,"178cm | 5'10""  Lean (54kg)",0,316,1444,Al Ain FC,United Emirates L. (UAE 1),United Arab Emirates
Luca Menke,57,CB,Normal  Lengthy,200,2,3,M \ M,55,33,36,41,56,70,"189cm | 6'2""  High & Average (86kg)",0,291,1319,SV Elversberg,3. Liga (GER 3),Germany
Sascha Voelcke,57,"LB  LWB,LM",Normal  Controlled,200,2,2,M \ M,65,31,44,50,55,57,"180cm | 5'11""  Lean (76kg)",1,302,1384,Rot-Weiss Essen,3. Liga (GER 3),Germany
Andrei Gorcea,57,GK,Normal  Controlled,200,1,1,M \ M,55,55,49,62,28,53,"185cm | 6'1""  High & Average+ (75kg)",1,302,640,FC Univ. Cluj,Liga I (ROM 1),Romania
Filip Zawadzki,57,CAM  CF,Normal  Controlled,200,2,3,M \ M,68,45,53,63,31,45,"176cm | 5'9""  Lean (73kg)",2,305,1423,Widzew Łódź,Polski Ekstraklasa (POL 1),Poland
Hannes Küng,57,CB,Normal  Lengthy,200,2,3,M \ M,56,26,36,39,58,63,"186cm | 6'1""  High & Average (80kg)",0,278,1258,SC Austria,Ö Bundesliga (AUT 1),Austria
Arlind Dakaj,57,CDM  CM,Normal  Controlled,200,2,3,M \ M,63,40,53,55,50,67,"177cm | 5'10""  Average (73kg)",1,328,1503,FC Winterthur,Raiffeisen Super L. (SUI 1),Switzerland
Rune Paeshuyse,57,"RB  RWB,CB,CDM",Normal  Controlled,200,2,2,H \ H,67,29,46,50,52,57,"187cm | 6'2""  High & Average+ (77kg)",0,301,1342,KAS Eupen,1A Pro League (BEL 1),Belgium
Juan José Giménez,57,RM  RW,Libertadores  Controlled,200,3,2,M \ L,72,49,51,60,27,45,"168cm | 5'6""  Short & Lean (75kg)",-1,304,1389,Cerro Porteño,CONMEBOL Libertadores,Paraguay
Nathaniel Brown,57,LB  LWB,Normal  Controlled,200,2,3,M \ M,70,31,44,57,52,42,"176cm | 5'9""  Lean (60kg)",3,296,1393,1. FC Nürnberg,Bundesliga 2 (GER 2),Germany
Eric N'Jo,57,CB,Normal  Controlled,300,2,3,M \ M,58,29,37,37,60,53,"187cm | 6'2""  High & Average+ (73kg)",1,274,1308,Troyes,Ligue 1,France
Michael Martin,57,CM,Normal  Controlled,200,2,3,M \ M,65,51,55,58,46,54,"180cm | 5'11""  Average (72kg)",1,329,1534,SV Ried,Ö Bundesliga (AUT 1),Germany
Lucas Zahaczewski,57,GK,Normal  Controlled,200,1,3,M \ M,58,56,56,59,29,58,"186cm | 6'1""  High & Stocky (90kg)",0,316,622,SpVgg Bayreuth,3. Liga (GER 3),Germany
Niklas Jessen,57,CM,Normal  Controlled,200,2,3,M \ M,63,49,58,60,41,54,"182cm | 6'0""  Average (73kg)",0,325,1522,FC St. Pauli,Bundesliga 2 (GER 2),Germany
Koray Dag,57,ST  CF,Normal  Controlled,200,2,3,H \ M,71,56,47,55,18,55,"186cm | 6'1""  High & Average (78kg)",9,302,1380,SC Verl,3. Liga (GER 3),Turkey
Presley Pululu,57,"LW  LM,RW",Normal  Controlled,500,2,3,H \ M,69,52,52,62,26,45,"175cm | 5'9""  Lean (68kg)",1,306,1450,SC Verl,3. Liga (GER 3),France
Douglas James-Taylor,57,ST  CF,Normal  Controlled,200,2,2,M \ M,76,55,40,57,25,61,"178cm | 5'10""  Average (74kg)",1,314,1416,Walsall,EFL League Two (ENG 4),England
Otto Lindell,57,GK,Normal  Controlled,200,1,3,M \ M,58,55,58,60,33,55,"185cm | 6'1""  High & Average (75kg)",2,319,829,IFK Norrköping,Allsvenskan (SWE 1),Sweden
Nils De Mol,57,GK,Normal  Controlled,200,1,3,M \ M,58,56,56,59,32,54,"183cm | 6'0""  Stocky (84kg)",0,315,680,FC Basel 1893,Raiffeisen Super L. (SUI 1),Switzerland
Jakob Bookjans,57,CAM,Normal  Controlled,200,2,2,M \ M,64,51,53,62,32,57,"178cm | 5'10""  Lean (71kg)",1,319,1516,VfB Oldenburg,3. Liga (GER 3),Germany
Pascal Richter,57,"RM  CF,RW",Normal  Controlled,300,2,3,M \ L,67,48,52,61,27,53,"175cm | 5'9""  Average (72kg)",3,308,1467,VfB Oldenburg,3. Liga (GER 3),Germany
Patrick Lienhard,57,CM,Normal  Explosive,200,2,3,M \ M,70,50,58,58,50,54,"169cm | 5'7""  Short & Lean- (65kg)",0,340,1626,SC Freiburg II,3. Liga (GER 3),Germany
Darko Gyabi,57,CM,Normal  Lengthy,450,2,3,H \ H,67,45,56,58,52,67,"196cm | 6'5""  High & Average+ (80kg)",2,345,1593,Leeds United,Premier League,England
Oliver Kamdem,57,RB  RWB,Normal  Explosive,250,2,3,M \ M,73,34,45,59,54,36,"176cm | 5'9""  Average (70kg)",0,301,1394,Clermont,Ligue 1,France
Oskar Wójcik,57,CB,Normal  Controlled,200,2,2,L \ H,59,26,41,40,57,63,"190cm | 6'3""  High & Average+ (78kg)",0,286,1332,Cracovia,Polski Ekstraklasa (POL 1),Poland
Iker Luis Kohl,57,CDM,Normal  Lengthy,200,2,3,M \ M,58,42,53,49,56,62,"186cm | 6'1""  High & Average (81kg)",1,320,1480,SC Verl,3. Liga (GER 3),Germany
Abdulaziz Noor,57,"LM  RM,LW",Normal  Controlled,200,2,4,H \ M,74,50,52,58,30,50,"174cm | 5'9""  Lean (57kg)",0,314,1458,Al-Wehda FC,MBS Pro League (SAU 1),Sudan
Noel Eichinger,57,"ST  CF,RW",Normal  Controlled,200,2,3,M \ M,63,57,52,54,26,57,"183cm | 6'0""  Lean (78kg)",1,309,1426,FSV Zwickau,3. Liga (GER 3),Germany
Maksymilian Pingot,57,CB,Normal  Lengthy,250,2,2,M \ H,59,32,42,45,57,65,"188cm | 6'2""  High & Average+ (78kg)",0,300,1374,Lech Poznań,Polski Ekstraklasa (POL 1),Poland
Olivier Wypart,57,"LB  CB,LWB",Normal  Controlled,200,2,2,M \ M,71,35,47,49,53,50,"182cm | 6'0""  Average (71kg)",0,305,1391,Śląsk Wrocław,Polski Ekstraklasa (POL 1),Poland
Ilias Iliadis,57,CDM  CM,Normal  Controlled,950,2,3,M \ M,64,38,50,57,56,56,"181cm | 5'11""  Average (70kg)",0,321,1488,Panathinaikos,Hellas Liga (GRE 1),Greece
Alex Monis,57,RM  RW,Normal  Explosive,200,3,2,H \ L,71,47,51,59,29,43,"168cm | 5'6""  Short & Lean- (60kg)",1,300,1414,Chicago Fire,Major League Soccer,United States
Gilles Richard,57,CB,Normal  Controlled,200,2,2,M \ M,54,28,36,44,57,68,"186cm | 6'1""  High & Average (80kg)",0,287,1318,FC Sion,Raiffeisen Super L. (SUI 1),Switzerland
Aribim Pepple,57,ST  CF,Normal  Controlled,200,2,4,M \ M,73,55,40,56,27,70,"185cm | 6'1""  High & Average (72kg)",2,321,1483,Grimsby Town,EFL League Two (ENG 4),Canada
Ask Tjærandsen-Skau,57,CM,Normal  Controlled,200,2,3,M \ M,63,48,58,60,49,57,"175cm | 5'9""  Lean (70kg)",0,335,1600,FK Jerv,Eliteserien (NOR 1),Norway
Elliot Thorpe,57,CM,Normal  Controlled,200,2,2,M \ M,65,49,57,55,48,53,"178cm | 5'10""  Lean (70kg)",0,327,1565,Burton Albion,EFL League One (ENG 3),Wales
Keyendrah Simmonds,57,ST  CF,Normal  Controlled,200,2,3,H \ L,70,58,46,59,23,51,"180cm | 5'11""  Average (68kg)",0,307,1428,Grimsby Town,EFL League Two (ENG 4),England
Ziyad Larkeche,57,LB  LWB,Normal  Controlled,200,2,2,M \ M,67,31,43,54,53,51,"180cm | 5'11""  Lean (67kg)",1,299,1364,Barnsley,EFL League One (ENG 3),France
Timothé Nkada,57,ST  CF,Normal  Controlled,200,3,3,H \ M,68,56,48,59,22,50,"177cm | 5'10""  Average (68kg)",0,303,1455,Stade de Reims,Ligue 1,France
Ju Yeop Kim,57,"RWB  RB,RM",Normal  Controlled,200,2,3,M \ M,60,36,44,53,55,59,"180cm | 5'11""  Average (76kg)",0,307,1431,Suwon FC,K League 1 (KOR 1),Korea Republic
Peter Cherrie,56,GK,Normal  Controlled,200,1,2,M \ M,56,56,55,54,22,52,"188cm | 6'2""  High & Average (76kg)",0,295,755,Dundalk,SSE Airtricity League (IRL 1),Scotland
Gurjinder Kumar,56,LB  LWB,Normal  Controlled,200,2,3,H \ M,68,46,41,51,53,67,"178cm | 5'10""  Average (77kg)",0,326,1473,NorthEast United FC,Indian Super League (IND 1),India
Feng Han,56,GK,Normal  Controlled,200,1,2,M \ M,57,54,58,54,51,55,"188cm | 6'2""  High & Average (80kg)",0,329,982,Shijiazhuang,Chinese FA Super L. (CHN 1),China PR
Dylan Castanheira,56,GK,Normal  Controlled,200,1,3,M \ M,55,56,57,58,36,55,"188cm | 6'2""  High & Average (93kg)",0,317,777,Atlanta United,Major League Soccer,United States
Mark Timlin,56,LM  LW,Normal  Controlled,200,3,4,M \ M,53,55,56,59,48,43,"175cm | 5'9""  Lean (64kg)",0,314,1532,Finn Harps,SSE Airtricity League (IRL 1),Republic of Ireland
Guang Li,56,CM  CDM,Normal  Controlled,200,2,3,M \ M,59,41,52,57,57,64,"175cm | 5'9""  Lean (74kg)",0,330,1561,Changchun Yatai,Chinese FA Super L. (CHN 1),China PR
Narayan Das,56,CB  LB,Normal  Controlled,200,2,2,M \ M,72,26,42,52,57,68,"180cm | 5'11""  Average (70kg)",0,317,1463,Chennaiyin FC,Indian Super League (IND 1),India
Yaopeng Wang,56,CB,Normal  Lengthy,200,2,2,M \ M,64,27,33,49,56,66,"187cm | 6'2""  High & Average (80kg)",1,295,1306,Dalian Pro,Chinese FA Super L. (CHN 1),China PR
Chugui Ye,56,"CAM  RM,RW",Normal  Controlled,200,2,2,M \ H,64,50,55,57,57,60,"178cm | 5'10""  Lean (70kg)",0,343,1664,Guangzhou R&amp;F,Chinese FA Super L. (CHN 1),China PR
Jackichand Singh,56,RM  RW,Normal  Explosive,200,2,4,H \ M,83,53,48,58,21,55,"163cm | 5'4""  Short & Lean- (60kg)",0,318,1502,Mumbai City FC,Indian Super League (IND 1),India
Halicharan Narzary,56,LW  LM,Normal  Controlled,200,2,3,H \ M,77,52,48,57,34,59,"179cm | 5'10""  Lean (66kg)",0,327,1497,Hyderabad FC,Indian Super League (IND 1),India
Mansour Jawhar,56,GK,Normal  Controlled,200,1,3,M \ M,55,58,52,56,44,55,"178cm | 5'10""  Lean (64kg)",1,320,766,Abha Club,MBS Pro League (SAU 1),Saudi Arabia
Will Mannion,56,GK,Normal  Controlled,200,1,2,M \ M,56,54,53,56,37,56,"186cm | 6'1""  High & Average (74kg)",0,312,675,Cambridge Utd,EFL League One (ENG 3),England
Woo Suk Kim,56,CB,Normal  Controlled,200,2,2,L \ H,39,25,37,40,55,63,"187cm | 6'2""  High & Average+ (74kg)",0,259,1260,Daegu FC,K League 1 (KOR 1),Korea Republic
Yingjie Zhao,56,CM  CAM,Normal  Controlled,200,2,2,M \ M,65,55,52,52,53,65,"183cm | 6'0""  Average (77kg)",0,342,1590,Tianjin TEDA,Chinese FA Super L. (CHN 1),China PR
Julius Lindgren,56,GK,Normal  Controlled,200,1,2,M \ M,62,56,54,54,26,52,"184cm | 6'0""  Average (80kg)",0,304,713,IFK Norrköping,Allsvenskan (SWE 1),Sweden
Wei Wu,56,CDM  CM,Normal  Controlled,200,2,3,M \ M,63,47,49,54,53,70,"182cm | 6'0""  Average (72kg)",1,336,1532,Dalian Pro,Chinese FA Super L. (CHN 1),China PR
Jean Louchet,56,GK,Normal  Controlled,200,1,2,M \ M,53,49,62,60,21,58,"190cm | 6'3""  High & Average+ (73kg)",1,303,596,Niort,Ligue 2 (FRA 2),France
Nick Suman,56,GK,Normal  Controlled,300,1,3,M \ M,57,57,54,54,21,55,"197cm | 6'6""  High & Average (87kg)",1,298,585,Macarthur FC,A-League (AUS 1),Australia
Odysseus Alfa,56,"LW  LM,ST",Normal  Controlled,200,2,3,H \ M,75,51,46,58,20,62,"174cm | 5'9""  Average (77kg)",1,312,1414,QPR,EFL Championship (ENG 2),Nigeria
Matthias Köbbing,56,GK,Normal  Controlled,350,1,3,M \ M,61,57,52,56,32,51,"196cm | 6'5""  High & Average (90kg)",2,309,686,1. FC Köln,Bundesliga,Germany
Wei Chen,56,GK,Normal  Controlled,200,1,1,M \ M,57,52,51,58,29,52,"188cm | 6'2""  High & Average+ (80kg)",0,299,673,Shanghai SIPG,Chinese FA Super L. (CHN 1),China PR
Tianyuan Xu,56,"RM  LM,RW",Normal  Controlled,200,2,4,M \ M,75,55,41,59,23,57,"181cm | 5'11""  Lean (73kg)",0,310,1428,Hebei CFFC,Chinese FA Super L. (CHN 1),China PR
Colin McCabe,56,GK,Normal  Controlled,200,1,3,M \ M,58,54,57,57,36,56,"193cm | 6'4""  High & Average (82kg)",0,318,862,Drogheda United FC,SSE Airtricity League (IRL 1),Republic of Ireland
Timmy Abraham,56,ST  CF,Normal  Controlled,200,2,3,H \ M,86,54,38,54,23,57,"185cm | 6'1""  Lean (78kg)",3,312,1407,Walsall,EFL League Two (ENG 4),England
Karl O'Sullivan,56,RM  RW,Normal  Explosive,200,2,2,H \ H,80,51,47,57,40,50,"175cm | 5'9""  Lean (70kg)",1,325,1495,Sligo Rovers,SSE Airtricity League (IRL 1),Republic of Ireland
Zhiyu Yan,56,LB  LWB,Normal  Controlled,200,2,2,M \ M,72,28,34,49,57,49,"170cm | 5'7""  Short & Lean- (63kg)",0,289,1383,Changchun Yatai,Chinese FA Super L. (CHN 1),China PR
Fan Yang,56,CB  RB,Normal  Controlled,200,2,3,M \ H,61,31,50,56,57,60,"185cm | 6'1""  High & Average+ (72kg)",0,315,1446,Tianjin TEDA,Chinese FA Super L. (CHN 1),China PR
Jon McCracken,56,GK,Normal  Controlled,200,1,2,M \ M,58,58,57,60,35,56,"185cm | 6'1""  High & Average (77kg)",2,324,685,Bohemian FC,SSE Airtricity League (IRL 1),Scotland
Xianjun Wang,56,CB,Normal  Controlled,200,2,2,M \ M,66,37,48,50,52,60,"185cm | 6'1""  High & Average+ (71kg)",0,313,1429,Dalian Pro,Chinese FA Super L. (CHN 1),China PR
Michael Nelson,56,GK,Normal  Controlled,200,1,3,M \ M,55,57,56,57,26,56,"194cm | 6'4""  High & Average (85kg)",-1,307,607,Houston Dynamo,Major League Soccer,United States
Jack Nolan,56,"LM  LWB,LW",Normal  Controlled,1.2K,3,2,M \ H,74,51,50,58,46,63,"182cm | 6'0""  Stocky (72kg)",0,342,1572,Accrington,EFL League One (ENG 3),England
Mohammed Sangare,56,CM,Normal  Controlled,200,2,3,M \ M,62,49,54,58,54,69,"191cm | 6'3""  High & Average (83kg)",1,346,1587,Accrington,EFL League One (ENG 3),Liberia
Regan Griffiths,56,CM,Normal  Controlled,250,2,3,M \ M,67,47,54,59,47,58,"181cm | 5'11""  Average (71kg)",0,332,1530,Crewe Alexandra,EFL League Two (ENG 4),England
Lalruatthara,56,"LB  RB,CB,LWB",Normal  Controlled,200,2,4,M \ M,77,35,40,52,52,62,"184cm | 6'0""  Average (76kg)",0,318,1460,Odisha FC,Indian Super League (IND 1),India
Promise Omochere,56,"ST  CF,RW",Normal  Controlled,200,3,2,H \ M,69,53,50,57,40,68,"188cm | 6'2""  High & Average+ (79kg)",1,337,1541,Fleetwood Town,EFL League One (ENG 3),Republic of Ireland
Naif Almas,56,CB,Normal  Lengthy,200,2,3,M \ M,62,26,34,37,55,67,"177cm | 5'10""  Average (68kg)",0,281,1275,Al Fayha,MBS Pro League (SAU 1),Saudi Arabia
Justin Haak,56,CM,Normal  Controlled,350,2,3,M \ M,47,39,55,60,53,51,"184cm | 6'0""  Average (75kg)",1,305,1437,New York City FC,Major League Soccer,United States
Kwang Jun Lee,56,CB,Normal  Lengthy,200,2,3,L \ M,59,21,29,28,56,70,"191cm | 6'3""  High & Average (82kg)",0,263,1164,Pohang Steelers,K League 1 (KOR 1),Korea Republic
Kerui Chen,56,"CM  CDM,ST",Normal  Controlled,200,2,3,M \ M,67,50,55,59,42,58,"183cm | 6'0""  Lean (73kg)",0,331,1520,Shandong Luneng,Chinese FA Super L. (CHN 1),China PR
Debjit Majumder,56,GK,Normal  Controlled,200,1,2,M \ M,54,51,47,60,40,56,"175cm | 5'9""  Average (71kg)",0,308,646,Chennaiyin FC,Indian Super League (IND 1),India
Nikhil Poojary,56,"RW  RB,RM",Normal  Controlled,200,2,4,M \ H,74,49,49,58,43,59,"178cm | 5'10""  Average (64kg)",6,332,1523,Hyderabad FC,Indian Super League (IND 1),India
Pratik Chaudhari,56,CB,Normal  Controlled,200,2,2,M \ M,55,25,32,42,53,73,"188cm | 6'2""  High & Average+ (80kg)",0,280,1273,Jamshedpur FC,Indian Super League (IND 1),India
Michael Soosairaj,56,"LM  LB,LW",Normal  Controlled,200,2,3,H \ M,72,50,52,54,47,55,"174cm | 5'9""  Lean (64kg)",0,330,1526,Odisha FC,Indian Super League (IND 1),India
Lalthathanga Khawlhring,56,"CM  CDM,LM",Normal  Controlled,300,2,3,M \ M,63,44,54,61,51,62,"165cm | 5'5""  Short & Lean- (69kg)",-1,335,1575,Kerala Blasters FC,Indian Super League (IND 1),India
Yaxiong Bao,56,GK,Normal  Controlled,200,1,1,M \ M,59,52,55,56,20,51,"192cm | 6'4""  High & Average+ (81kg)",0,293,628,Hebei CFFC,Chinese FA Super L. (CHN 1),China PR
Adam Przybek,56,GK,Normal  Controlled,200,1,3,M \ M,58,57,55,55,29,55,"188cm | 6'2""  High & Average (78kg)",0,309,727,Walsall,EFL League Two (ENG 4),Wales
Mitchell Roberts,56,CB  LB,Normal  Lengthy,200,2,2,M \ M,61,25,40,45,56,65,"184cm | 6'0""  Average (73kg)",0,292,1332,Birmingham City,EFL Championship (ENG 2),England
Caolán Boyd-Munce,56,CM  LWB,Normal  Controlled,200,2,3,H \ M,63,52,55,53,45,61,"180cm | 5'11""  Average (69kg)",2,329,1528,Middlesbrough,EFL Championship (ENG 2),Northern Ireland
Ryan Burke,56,LB  LWB,Normal  Controlled,200,2,2,M \ M,61,42,54,53,52,59,"177cm | 5'10""  Lean (73kg)",0,321,1508,Bohemian FC,SSE Airtricity League (IRL 1),Republic of Ireland
Ossama Ashley,56,CM  RM,Normal  Controlled,200,2,3,M \ M,71,47,53,57,51,67,"180cm | 5'11""  Average (82kg)",0,346,1550,Colchester,EFL League Two (ENG 4),England
Daylam Meddah,56,CM,Normal  Controlled,400,2,3,M \ M,67,47,55,62,49,62,"187cm | 6'2""  High & Average (78kg)",0,342,1560,FCSM,Ligue 2 (FRA 2),France
Jiahui Huang,56,"CDM  CB,CM",Normal  Controlled,200,2,3,M \ M,69,35,45,56,55,60,"183cm | 6'0""  Lean (74kg)",0,320,1434,Dalian Pro,Chinese FA Super L. (CHN 1),China PR
Jobby Justin,56,ST  CF,Normal  Controlled,200,2,3,H \ L,58,55,45,54,36,59,"178cm | 5'10""  Lean (73kg)",3,307,1504,Chennaiyin FC,Indian Super League (IND 1),India
Wei Zhang,56,"ST  CB,CF",Normal  Controlled,200,2,2,M \ M,54,51,46,54,46,63,"186cm | 6'1""  High & Average+ (74kg)",0,314,1460,Hebei CFFC,Chinese FA Super L. (CHN 1),China PR
Jayden Reid,56,"RM  LM,RW,ST",Normal  Controlled,350,2,3,M \ M,80,54,46,57,20,51,"185cm | 6'1""  High & Average+ (73kg)",1,308,1406,Portsmouth,EFL League One (ENG 3),England
Harry Perritt,56,RB  RWB,Normal  Controlled,200,2,2,M \ M,63,33,46,51,52,63,"185cm | 6'1""  High & Average+ (70kg)",0,308,1413,Accrington,EFL League One (ENG 3),England
Edwin Sydney Vanspaul,56,CDM  RB,Normal  Controlled,200,2,2,M \ M,72,34,51,53,51,70,"170cm | 5'7""  Short & Lean (68kg)",0,331,1531,Chennaiyin FC,Indian Super League (IND 1),India
Tivonge Rushesha,56,RWB  RB,Normal  Explosive,200,2,3,M \ M,79,29,43,52,51,43,"163cm | 5'4""  Short & Lean (57kg)",0,297,1377,Swansea City,EFL Championship (ENG 2),Wales
Rahim Ali,56,"ST  RM,CF",Normal  Controlled,200,2,3,H \ L,76,53,46,56,24,60,"184cm | 6'0""  Average (75kg)",0,315,1436,Chennaiyin FC,Indian Super League (IND 1),India
Aniket Jadhav,56,"LM  RM,LW",Normal  Controlled,200,2,4,H \ M,83,52,48,56,28,64,"174cm | 5'9""  Average (72kg)",0,331,1483,SC East Bengal,Indian Super League (IND 1),India
Rahul Kannoly Praveen,56,"RM  LM,RW",Normal  Explosive,200,2,4,M \ M,89,52,45,58,35,47,"167cm | 5'6""  Short & Lean- (64kg)",2,326,1505,Kerala Blasters FC,Indian Super League (IND 1),India
Arshdeep Singh,56,GK,Normal  Controlled,200,1,2,M \ M,57,54,53,63,42,53,"181cm | 5'11""  Lean (69kg)",0,322,637,FC Goa,Indian Super League (IND 1),India
Ruifeng Huang,56,"RWB  RB,LWB",Normal  Controlled,200,2,3,M \ M,71,35,49,57,49,60,"180cm | 5'11""  Lean (67kg)",0,321,1483,Shenzhen Kaisa,Chinese FA Super L. (CHN 1),China PR
Adam Petersson,56,CM,Normal  Controlled,250,2,2,M \ M,64,52,53,59,53,52,"175cm | 5'9""  Average (70kg)",0,333,1576,Mjällby AIF ,Allsvenskan (SWE 1),Sweden
Cole Turner,56,CDM  CB,Normal  Lengthy,200,2,3,M \ H,68,38,47,55,54,66,"188cm | 6'2""  High & Average (79kg)",0,328,1475,Philadelphia,Major League Soccer,United States
Charlie Caton,56,ST  CF,Normal  Controlled,200,2,2,M \ M,74,54,47,57,34,57,"182cm | 6'0""  Lean (72kg)",0,323,1470,Shrewsbury,EFL League One (ENG 3),Wales
Ethan Dobbelaere,56,"RM  RWB,RW",Normal  Controlled,200,2,3,H \ M,72,43,48,61,38,41,"175cm | 5'9""  Average (64kg)",0,303,1382,Seattle Sounders,Major League Soccer,United States
Ben Blythe,56,CB,Normal  Lengthy,200,2,2,M \ M,56,22,34,40,55,64,"185cm | 6'1""  High & Average+ (85kg)",1,271,1253,Swansea City,EFL Championship (ENG 2),England
Sean Roughan,56,"LB  CB,LWB",Normal  Lengthy,200,2,3,M \ M,64,29,44,41,54,63,"183cm | 6'0""  Average (73kg)",0,295,1366,Lincoln City,EFL League One (ENG 3),Republic of Ireland
Bas Van Den Eynden,56,CM,Normal  Lengthy,200,2,4,H \ M,60,44,57,56,50,71,"186cm | 6'1""  High & Average (83kg)",0,338,1556,KV Mechelen,1A Pro League (BEL 1),Belgium
Rico Richards,56,"LW  LM,CAM,RW",Normal  Controlled,800,2,3,M \ M,68,49,51,59,26,45,"178cm | 5'10""  Lean (68kg)",0,298,1385,West Brom,EFL Championship (ENG 2),England
Pehlivan,56,"CM  CAM,LW",Normal  Controlled,1.4K,2,3,M \ M,59,51,62,58,44,47,"179cm | 5'10""  Average (73kg)",2,321,1555,Karagümrük SK,Süper Lig (TUR 1),Turkey
Adam Pavlesic,56,GK,Normal  Controlled,200,1,2,M \ M,56,57,53,59,30,58,"189cm | 6'2""  High & Average (87kg)",1,313,562,Sydney FC,A-League (AUS 1),Australia
Romario Jesuraj,56,RM  RW,Normal  Controlled,200,2,3,H \ M,71,46,52,56,27,57,"170cm | 5'7""  Short & Lean- (67kg)",0,309,1400,Chennaiyin FC,Indian Super League (IND 1),India
Linus Tagesson,56,RB  RWB,Normal  Controlled,200,2,3,H \ M,66,25,51,54,46,53,"178cm | 5'10""  Average (67kg)",0,295,1384,Djurgårdens IF,Allsvenskan (SWE 1),Sweden
Jordan Brown,56,"CDM  RB,CB",Normal  Controlled,200,2,3,M \ H,63,31,44,54,56,66,"181cm | 5'11""  Lean (72kg)",0,314,1420,Leyton Orient,EFL League Two (ENG 4),England
Sandeep Singh,56,"RB  RWB,CB",Normal  Controlled,200,2,3,M \ M,67,31,42,50,54,67,"175cm | 5'9""  Lean (73kg)",0,311,1413,Kerala Blasters FC,Indian Super League (IND 1),India
